 author_date_unix_timestamp numeric,commit_type numeric,--,bug,-,ns,nd,nf,entrophy ,la,ld,lt,fix,ndev ,age,nuc,exp,rexp,sexp
1346256675,"0
",--,0,-,2,2,2,0.764204507,15,3,50,0,3,0.361006944,2,15,15,8.5
1346257741,"0
",--,0,-,2,3,3,1.483659164,25,9,89.66666667,0,3,0.008229167,2,16,16,9.5
1346258691,"3
",--,1,-,3,3,14,2.759855392,519,0,0,0,0,0,0,0,0,0
 1346259183,"2
",--,1,-,1,2,2,0.235193382,18,8,146,0,2,0.056649306,2,20,20,11
1346259298,"0
",--,0,-,2,3,3,1.512644748,23,3,95,0,3,0.018020833,1,17,17,10.5
1346263641,"0
",--,0,-,2,2,2,0.918295834,2,1,127,0,3,0.050266204,1,18,18,11.5
1346266651,"0
",--,0,-,1,1,1,0,5,3,179,0,3,0.018912037,1,21,21,10
1346267695,"0
",--,0,-,2,2,2,1,2,2,134,0,3,0.019953704,2,22,22,14.5
1346268462,"3
",--,1,-,3,4,5,1.65707913,52,13,99.4,0,1,0.112865741,4,10,10,2.666666667
1346268569,"0
",--,0,-,1,1,1,0,1,1,87,0,3,0.010115741,1,23,23,19
1346268749,"0
",--,0,-,1,1,1,0,6,12,53,0,2,0.043194444,1,24,24,20
1346269230,"0
",--,0,-,1,1,1,0,0,1,181,0,3,0.017766204,1,25,25,12
1346270546,"0
",--,0,-,1,1,1,0,9,0,183,0,3,0.008715278,1,27,27,14
 1346271836,"2
",--,1,-,2,2,2,0.554778163,28,3,142.5,0,3,0.019288194,2,28,28,18.5
1346272261,"0
",--,0,-,1,1,1,0,1,1,215,0,3,0.004918981,1,29,29,16
1346272976,"0
",--,0,-,1,1,1,0,2,2,32,0,2,0.908171296,1,30,30,23
1346273273,"0
",--,0,-,2,2,2,0.811278124,6,2,155,0,3,0.014172454,2,21,21,10
1346274198,"0
",--,0,-,2,3,3,1.567711658,19,8,123,0,3,0.038993056,3,31,31,20.5
1346274496,"0
",--,0,-,1,1,1,0,9,1,219,0,3,0.014155093,1,22,22,13
1346274573,"0
",--,0,-,1,1,1,0,1,0,227,0,3,0.000891204,1,23,23,14
1346275347,"0
",--,0,-,1,1,1,0,9,0,228,0,3,0.013298611,1,32,32,18
1346275408,"0
",--,0,-,1,1,1,0,1,1,228,0,3,0.009664352,1,24,24,15
1346340275,"0
",--,0,-,1,1,1,0,1089,0,0,0,0,0,0,33,33,19
1346340495,"0
",--,0,-,2,2,2,0.650022422,6,0,168.5,0,3,0.886082176,2,34,34,22.5
1346342638,"0
",--,0,-,1,1,1,0,1,0,119,0,3,1.15741E-05,1,25,25,16
 1346342675,"2
",--,1,-,3,3,5,1.497137421,71,3,74.4,0,3,0.35956713,4,26,26,9.666666667
1346343856,"0
",--,0,-,2,3,3,0.785151578,37,2,133.3333333,0,3,0.294675926,2,35,35,23.5
1346345583,"3
",--,1,-,1,2,2,0.235193382,18,8,146,0,2,0.056649306,2,20,20,11
1346349375,"0
",--,0,-,2,3,4,1.72275377,24,33,158,0,3,0.969403935,2,36,36,24.5
 1346349604,"2
",--,1,-,3,3,3,0.865403851,52,1,78.66666667,0,3,0.080196759,1,27,27,10.66666667
 1346350739,"2
",--,1,-,1,2,2,0.955931264,25,36,145,0,3,0.558043981,2,28,28,19
 1346351069,"1
",--,1,-,1,1,1,0,28,18,279,0,3,0.019606481,1,37,37,23
 1346351755,"2
",--,1,-,1,1,1,0,6,2,205,0,3,0.011759259,1,29,29,20
1346351817,"0
",--,0,-,1,1,1,0,1,1,95,0,3,0.898368056,1,7,7,3
 1346355356,"2
",--,1,-,1,2,2,0.876716289,26,1,176,0,3,0.091359954,2,38,38,24
1346357000,"0
",--,0,-,1,1,1,0,3,3,142,0,3,0.088252315,1,39,39,25
 1346361591,"2
",--,1,-,1,1,1,0,1,0,335,0,4,0.004699074,1,2,2,1
 1346362271,"2
",--,1,-,1,1,1,0,3,1,120,0,3,0.226805556,1,30,30,21
1346362830,"0
",--,0,-,1,1,1,0,0,2,122,0,3,0.006469907,1,31,31,22
 1346363044,"2
",--,1,-,1,1,1,0,11,4,336,0,4,0.01681713,1,3,3,2
1346372636,"0
",--,0,-,1,1,1,0,1,1,352,0,4,1.15741E-05,1,40,40,26
1346422283,"0
",--,0,-,1,1,1,0,4,2,120,0,3,0.688113426,1,32,32,23
 1346425089,"2
",--,1,-,1,2,2,0.936667382,14,20,98,0,3,0.44650463,2,33,33,24
 1346425819,"2
",--,1,-,1,1,1,0,24,15,343,0,4,0.7265625,1,4,4,3
1346435172,"0
",--,0,-,1,1,2,0.67694187,28,0,0,0,0,0,0,8,8,0
 1346436675,"2
",--,1,-,1,1,1,0,199,10,16,0,1,3.06,1,35,35,26
1346437139,"3
",--,1,-,1,2,2,0.955931264,25,36,145,0,3,0.558043981,2,28,28,19
 1346438629,"2
",--,1,-,1,1,1,0,1,1,352,0,4,0.148263889,1,5,5,4
 1346439700,"2
",--,1,-,1,1,1,0,5,6,352,0,4,0.776203704,1,41,41,27
1346440882,"0
",--,0,-,1,1,1,0,2,2,362,0,4,1.15741E-05,1,10,10,4
1346441584,"0
",--,0,-,2,3,3,1.377419095,38,4,172.3333333,0,4,0.721531636,3,42,42,28
1346441756,"3
",--,1,-,1,2,2,0.876716289,26,1,176,0,3,0.091359954,2,38,38,24
1346442520,"0
",--,0,-,1,1,1,0,20,26,362,0,4,0.018958333,1,11,11,5
1346444686,"0
",--,0,-,1,1,1,0,19,0,0,0,0,0,0,43,43,0
1346446114,"0
",--,0,-,2,2,2,0.764204507,18,18,205,0,4,0.558512731,2,44,44,29
1346446581,"3
",--,1,-,2,4,6,1.592513293,438,42,78.66666667,0,3,0.009822531,4,6,2,1.5
1346447991,"3
",--,1,-,1,1,1,0,1,0,335,0,4,0.004699074,1,2,2,1
1346449444,"3
",--,1,-,1,1,1,0,11,4,336,0,4,0.01681713,1,3,3,2
 1346449931,"2
",--,1,-,1,1,1,0,41,53,355,0,4,1.15741E-05,1,13,12,7
1346450297,"0
",--,0,-,1,1,1,0,1,2,356,0,4,0.090011574,1,12,12,6
1346512219,"3
",--,1,-,1,1,1,0,24,15,343,0,4,0.7265625,1,4,4,3
1346517920,"3
",--,1,-,1,1,1,0,44,21,145,0,1,4.62963E-05,1,5,5,3
1346517924,"3
",--,1,-,1,1,1,0,9,3,168,0,1,4.62963E-05,1,6,6,4
1346526100,"3
",--,1,-,1,1,1,0,5,6,352,0,4,0.776203704,1,41,41,27
1346531036,"3
",--,1,-,2,2,2,0.554778163,28,3,142.5,0,3,0.019288194,2,28,28,18.5
 1346770608,"2
",--,1,-,1,1,1,0,28,23,347,0,4,1.15741E-05,1,14,14,8
1346771336,"0
",--,0,-,1,1,1,0,11,0,0,0,0,0,0,45,45,30
1346772076,"0
",--,0,-,1,1,1,0,1,0,352,0,4,0.016990741,1,15,15,9
1346772996,"0
",--,0,-,2,3,3,1.158938532,15,0,194,0,4,4.505007716,3,37,37,16.5
1346773090,"0
",--,0,-,1,1,1,0,1,1,347,0,4,0.001087963,1,38,38,29
1346773152,"0
",--,0,-,1,1,1,0,1,0,219,0,3,0.001805556,1,39,39,30
1346773562,"0
",--,0,-,2,2,2,0.566509507,8,7,223,0,4,1.902916667,2,16,16,7
 1346775607,"2
",--,1,-,2,3,3,0.938418736,35,36,149,0,4,0.015779321,1,46,46,30.5
1346776564,"0
",--,0,-,1,1,1,0,3,4,335,0,4,0.011076389,1,47,47,32
1346777145,"0
",--,0,-,3,4,4,1.423794941,2,14,169.25,0,4,0.028012153,4,49,48,22
1346777151,"0
",--,0,-,1,1,1,0,2,2,334,0,4,0.006793981,1,48,48,33
 1346783205,"1
",--,1,-,1,1,1,0,16,4,62,0,1,4.144861111,1,40,35,31
 1346790126,"1
",--,1,-,1,2,4,1.907199671,18,18,158.25,0,4,2.118206019,4,17,16,11
 1346790716,"2
",--,1,-,1,3,3,1.378783493,5,2,69.33333333,0,2,1.445794753,3,18,17,12
1346793690,"0
",--,0,-,1,1,1,0,3,3,226,0,4,1.15741E-05,1,19,17,13
1346795036,"0
",--,0,-,3,4,5,0.901674127,30,39,186.8,0,4,0.104902778,4,21,17,7
1346798926,"0
",--,0,-,1,1,1,0,4,4,226,0,4,0.101851852,1,11,11,9
1346800285,"0
",--,0,-,1,1,1,0,1,0,226,0,4,0.076331019,1,20,17,14
 1346801278,"2
",--,1,-,1,3,3,1.260771794,16,1,164,0,4,1.446790123,2,23,20,17
1346804750,"0
",--,0,-,2,5,8,2.206181275,443,11,1.375,0,2,0.892118056,1,50,44,0
1346854770,"0
",--,0,-,1,1,1,0,1,0,227,0,4,0.707743056,1,24,21,18
1346854839,"0
",--,0,-,1,1,1,0,1,1,5,0,1,7.899861111,1,12,12,10
1346855041,"0
",--,0,-,1,1,1,0,1,3,159,0,4,1.15741E-05,1,25,22,19
1346855186,"0
",--,0,-,1,1,1,0,2,2,403,0,4,1.15741E-05,1,26,23,20
1346855503,"0
",--,0,-,1,1,1,0,3,9,403,0,4,0.003668981,1,27,24,21
1346855761,"0
",--,0,-,1,1,1,0,22,22,37,0,1,0.590405093,1,52,46,1
1346856200,"0
",--,0,-,1,1,1,0,3,2,158,0,3,0.724293981,1,13,13,11
1346857019,"0
",--,0,-,1,1,1,0,1,1,386,0,4,0.645150463,1,14,14,12
1346857648,"0
",--,0,-,1,1,1,0,1,2,409,0,4,0.007847222,1,54,48,36
 1346858052,"2
",--,1,-,1,3,3,1.148834854,13,1,217,0,4,0.241531636,3,28,24.5,22
1346858114,"0
",--,0,-,1,1,1,0,8,1,408,0,4,0.005393519,1,55,49,37
1346858343,"0
",--,0,-,1,1,1,0,4,2,230,0,4,0.003368056,1,29,25.5,23
1346858638,"0
",--,0,-,1,2,3,0.898482716,19,20,137.6666667,0,2,5.443773148,2,30,26.5,24
 1346858998,"2
",--,1,-,1,1,2,0.970950594,2,3,194.5,0,4,0.026689815,2,31,27.5,25
1346859125,"0
",--,0,-,1,1,1,0,1,1,231,0,4,0.001469907,1,32,28.5,26
1346859489,"0
",--,0,-,1,1,1,0,2,1,157,0,4,0.00568287,1,33,29.5,27
 1346860107,"2
",--,1,-,1,1,1,0,13,5,415,0,4,0.02306713,1,34,30.5,28
 1346863115,"2
",--,1,-,1,1,1,0,74,18,74,0,2,0.05181713,1,35,31.5,29
 1346865632,"1
",--,1,-,1,1,1,0,2,1,316,0,1,0.080949074,1,57,48,39
 1346866618,"2
",--,1,-,1,2,2,0.998363673,16,5,338.5,0,4,1.15741E-05,2,42,31.5,33
 1346866728,"2
",--,1,-,1,1,1,0,39,11,130,0,2,0.04181713,1,36,32.5,30
 1346868056,"2
",--,1,-,1,1,1,0,5,0,423,0,4,0.092002315,1,58,49,40
1346868368,"0
",--,0,-,1,1,1,0,5,5,428,0,4,0.003611111,1,59,50,41
1346870629,"3
",--,1,-,1,1,1,0,1,1,352,0,4,0.148263889,1,5,5,4
 1346873526,"2
",--,1,-,1,1,1,0,2,1,231,0,4,0.159872685,1,37,33.5,31
 1346874940,"2
",--,1,-,1,2,4,1.761706278,25,25,200.5,0,4,0.003981481,1,39,35.5,33
 1346876138,"2
",--,1,-,1,1,1,0,5,2,232,0,4,0.030231481,1,15,15,13
1346876485,"0
",--,0,-,1,1,1,0,13,5,239,0,4,0.114201389,1,43,32.5,34
1346876780,"0
",--,0,-,1,1,1,0,4,1,247,0,4,0.003414352,1,44,33.5,35
 1346877050,"2
",--,1,-,1,2,4,1.494180094,16,11,200.5,0,4,0.024421296,1,40,36.5,34
1346880671,"3
",--,1,-,1,1,1,0,3,1,120,0,3,0.226805556,1,30,30,21
1346881764,"0
",--,0,-,1,1,1,0,7,2,250,0,4,0.057685185,1,45,32.5,36
1346881931,"3
",--,1,-,1,1,1,0,41,53,355,0,4,1.15741E-05,1,13,12,7
1346887678,"3
",--,1,-,1,3,3,1.260771794,16,1,164,0,4,1.446790123,2,23,20,17
1346943489,"3
",--,1,-,1,2,2,0.936667382,14,20,98,0,3,0.44650463,2,33,33,24
1346943634,"0
",--,0,-,2,2,2,0,1,1,305.5,0,3,0.926805556,2,64,47.5,38.5
1346943985,"0
",--,0,-,1,1,1,0,2,2,264,0,4,0.774710648,1,41,37.5,35
1346944659,"0
",--,0,-,1,1,1,0,1,1,28,0,2,1.002395833,1,42,38.5,36
1346944958,"0
",--,0,-,2,5,11,0.918295834,6,6,957.4545455,0,4,0.067201178,3,66,48.5,40
1346945398,"3
",--,1,-,1,1,2,0.970950594,2,3,194.5,0,4,0.026689815,2,31,27.5,25
1346947475,"3
",--,1,-,3,3,5,1.497137421,71,3,74.4,0,3,0.35956713,4,26,26,9.666666667
1346949515,"3
",--,1,-,1,1,1,0,74,18,74,0,2,0.05181713,1,35,31.5,29
1346950429,"0
",--,0,-,1,1,1,0,6,9,495,0,4,0.001666667,1,68,49,48
1346951467,"0
",--,0,-,1,1,1,0,1,4,493,0,4,0.000972222,1,70,51,50
 1346952722,"2
",--,1,-,1,1,1,0,14,5,490,0,4,0.014525463,1,71,52,51
1346953128,"3
",--,1,-,1,1,1,0,39,11,130,0,2,0.04181713,1,36,32.5,30
 1346953523,"2
",--,1,-,1,1,1,0,20,20,499,0,4,0.009270833,1,72,53,52
 1346953651,"2
",--,1,-,1,1,1,0,24,34,499,0,4,0.001481481,1,73,54,53
1346954069,"0
",--,0,-,1,1,1,0,10,10,489,0,4,0.001111111,1,75,56,55
1346954404,"3
",--,1,-,3,3,3,0.865403851,52,1,78.66666667,0,3,0.080196759,1,27,27,10.66666667
1346955075,"3
",--,1,-,1,1,1,0,199,10,16,0,1,3.06,1,35,35,26
 1346955379,"2
",--,1,-,1,1,1,0,32,19,489,0,4,0.015162037,1,76,56.5,56
1346956116,"0
",--,0,-,1,2,2,0.918295834,1,5,265,0,4,0.07056713,2,77,57,57
1346956555,"3
",--,1,-,1,1,1,0,6,2,205,0,3,0.011759259,1,29,29,20
1346957021,"0
",--,0,-,1,1,1,0,10,2,211,0,2,0.925590278,1,46,31,37
 1346957148,"2
",--,1,-,1,1,1,0,49,0,0,0,0,0,0,45,39,38
1346957543,"0
",--,0,-,1,1,1,0,15,5,267,0,4,0.884756944,1,47,32,38
1346957593,"0
",--,0,-,1,1,1,0,51,0,219,0,2,0.00662037,1,48,33,39
1346957650,"0
",--,0,-,1,1,1,0,1,1,49,0,3,0.162222222,1,65,46,33
1346958795,"0
",--,0,-,3,4,4,1.052981575,7,8,197,0,4,0.047795139,4,78,59,31.66666667
 1346958911,"1
",--,1,-,1,1,1,0,2,0,152,0,1,8.99130787,1,43,39,2
1346959086,"0
",--,0,-,1,1,1,0,6,1,65,0,1,1.786296296,1,79,60,3
 1346959196,"2
",--,1,-,1,1,1,0,4,0,491,0,4,0.903888889,1,17,17,15
1346959926,"3
",--,1,-,1,1,1,0,2,1,231,0,4,0.159872685,1,37,33.5,31
1346960045,"0
",--,0,-,1,1,1,0,1,1,277,0,4,0.028958333,1,44,40,37
 1346960078,"2
",--,1,-,1,1,1,0,25,8,270,0,2,0.028761574,1,49,34,40
1346960204,"0
",--,0,-,1,1,1,0,1,1,279,0,4,1.15741E-05,1,50,35,41
1346960615,"0
",--,0,-,1,1,1,0,2,0,277,0,4,0.006597222,1,46,42,39
1346960763,"0
",--,0,-,1,1,1,0,45,0,287,0,2,0.007928241,1,51,36,42
1346961123,"0
",--,0,-,2,2,2,0.543564443,6,2,154.5,0,4,0.468414352,2,47,43,21.5
1346961206,"0
",--,0,-,1,1,2,0.845350937,9,2,315,0,4,0.002569444,2,52,37,43
 1346961639,"2
",--,1,-,2,2,2,0.522559375,16,1,156.5,0,4,0.005972222,1,48,44,22.5
 1346961668,"2
",--,1,-,1,1,1,0,5,3,340,0,2,0.005347222,1,53,38,44
1346961710,"0
",--,0,-,1,1,1,0,2,1,297,0,4,0.000821759,1,49,45,42
1346961882,"0
",--,0,-,1,1,1,0,1,1,298,0,4,0.001990741,1,50,46,43
 1346962248,"2
",--,1,-,1,1,1,0,15,7,49,0,1,0.059027778,1,51,47,44
1346962538,"3
",--,1,-,1,1,1,0,5,2,232,0,4,0.030231481,1,15,15,13
1346963089,"0
",--,0,-,1,1,1,0,2,1,57,0,1,0.009733796,1,81,61,60
1346963450,"3
",--,1,-,1,2,4,1.494180094,16,11,200.5,0,4,0.024421296,1,40,36.5,34
1346965279,"0
",--,0,-,1,1,1,0,1,2,494,0,4,0.063391204,1,82,62,61
1346967046,"0
",--,0,-,1,2,2,0.242292189,25,0,35,0,1,0.046064815,1,83,63,4
 1346968504,"2
",--,1,-,1,1,1,0,76,0,343,0,3,1.15741E-05,1,54,38,45
 1346971191,"2
",--,1,-,1,1,1,0,1,1,58,0,2,0.093773148,1,52,48,45
1347029808,"3
",--,1,-,1,1,1,0,28,23,347,0,4,1.15741E-05,1,14,14,8
 1347030281,"1
",--,1,-,1,1,2,0.849751137,25,4,232.5,0,4,1.286493056,2,53,49,46
1347030866,"0
",--,0,-,1,1,1,0,4,5,59,0,2,0.013865741,1,86,64.5,63
1347030903,"0
",--,0,-,1,1,1,0,8,4,297,0,4,0.007199074,1,54,50,47
 1347031618,"2
",--,1,-,1,1,1,0,10,10,301,0,4,0.008275463,1,55,51,48
1347031828,"0
",--,0,-,1,2,2,1,2,2,83.5,0,2,1.805613426,2,56,52,49
1347032026,"0
",--,0,-,1,1,1,0,1,1,164,0,2,0.002291667,1,57,53,50
1347032100,"0
",--,0,-,1,1,1,0,4,0,46,0,3,3.01869213,1,84,63.5,36
1347032488,"0
",--,0,-,1,1,1,0,2,1,301,0,4,0.010069444,1,58,54,51
 1347032709,"2
",--,1,-,1,1,1,0,32,28,58,0,2,0.021331019,1,87,66.5,64
1347032742,"0
",--,0,-,1,1,1,0,0,0,62,0,2,1.15741E-05,1,88,67.5,65
1347032907,"3
",--,1,-,1,1,1,0,13,5,415,0,4,0.02306713,1,34,30.5,28
1347033240,"0
",--,0,-,1,1,1,0,40,10,164,0,2,0.014050926,1,59,55,52
1347037661,"0
",--,0,-,1,1,1,0,2,6,302,0,4,0.059872685,1,60,56,53
1347037770,"0
",--,0,-,1,1,1,0,1,2,298,0,4,0.001261574,1,61,57,54
1347037800,"0
",--,0,-,1,1,1,0,0,3,297,0,4,0.000347222,1,62,58,55
 1347037980,"2
",--,1,-,1,1,1,0,37,11,62,0,2,0.060625,1,89,68.5,66
1347038276,"0
",--,0,-,1,1,1,0,10,9,88,0,2,0.003425926,1,90,69.5,67
1347038404,"0
",--,0,-,1,1,1,0,24,4,294,0,4,0.006990741,1,63,59,56
1347038532,"0
",--,0,-,1,1,1,0,2,5,314,0,4,0.001481481,1,64,60,57
1347038694,"0
",--,0,-,1,2,4,1.943176684,16,13,259,0,4,0.263469329,4,65,61,58
1347039061,"0
",--,0,-,1,1,1,0,1,3,307,0,4,0.004247685,1,66,62,59
1347039140,"0
",--,0,-,1,1,1,0,1,0,305,0,4,0.000914352,1,67,63,60
1347039401,"0
",--,0,-,2,3,6,2.411602218,5,8,172.5,0,4,2.348030478,6,91,70.5,35.5
1347039707,"0
",--,0,-,1,1,1,0,1,1,305,0,4,0.003541667,1,92,71.5,69
1347039810,"0
",--,0,-,1,1,1,0,1,1,28,0,2,0.937673611,1,68,64,61
1347039923,"3
",--,1,-,1,1,1,0,20,20,499,0,4,0.009270833,1,72,53,52
1347040010,"0
",--,0,-,1,1,1,0,2,2,305,0,4,0.003506944,1,93,72.5,70
1347040103,"0
",--,0,-,1,1,1,0,2,3,317,0,2,0.008125,1,94,73.5,71
1347040314,"0
",--,0,-,1,1,1,0,3,2,197,0,4,0.01875,1,69,64.5,62
1347040317,"0
",--,0,-,1,1,1,0,3,6,316,0,2,0.002476852,1,95,74.5,72
1347040404,"0
",--,0,-,1,1,1,0,6,3,198,0,4,0.001041667,1,70,65.5,63
1347040482,"0
",--,0,-,1,1,1,0,3,0,201,0,4,0.000902778,1,71,66.5,64
 1347041653,"2
",--,1,-,1,2,4,1.931421772,76,51,260.75,0,4,0.023220486,4,72,67.5,65
 1347041914,"2
",--,1,-,1,1,1,0,23,23,493,0,4,0.886979167,1,97,76.5,74
1347043294,"0
",--,0,-,1,1,1,0,4,4,493,0,4,0.001111111,1,100,79.5,77
1347043425,"0
",--,0,-,1,1,1,0,6,7,493,0,4,0.001516204,1,101,80.5,78
1347043495,"0
",--,0,-,1,1,1,0,6,6,492,0,4,0.000810185,1,102,81.5,79
1347043548,"3
",--,1,-,1,1,1,0,49,0,0,0,0,0,0,45,39,38
1347044801,"0
",--,0,-,1,1,1,0,6,0,492,0,4,0.00162037,1,104,83,81
1347045596,"3
",--,1,-,1,1,1,0,4,0,491,0,4,0.903888889,1,17,17,15
1347046931,"0
",--,0,-,1,1,1,0,81,64,498,0,4,0.024652778,1,106,83.5,82
1347048039,"3
",--,1,-,2,2,2,0.522559375,16,1,156.5,0,4,0.005972222,1,48,44,22.5
1347048648,"3
",--,1,-,1,1,1,0,15,7,49,0,1,0.059027778,1,51,47,44
1347052281,"0
",--,0,-,1,1,1,0,17,9,515,0,4,0.061921296,1,107,83.5,83
1347057591,"3
",--,1,-,1,1,1,0,1,1,58,0,2,0.093773148,1,52,48,45
1347058319,"0
",--,0,-,1,1,1,0,37,36,523,0,4,0.069884259,1,108,84.5,84
1347117252,"3
",--,1,-,1,3,3,1.148834854,13,1,217,0,4,0.241531636,3,28,24.5,22
1347125522,"3
",--,1,-,1,1,1,0,14,5,490,0,4,0.014525463,1,71,52,51
1347125818,"3
",--,1,-,1,2,2,0.998363673,16,5,338.5,0,4,1.15741E-05,2,42,31.5,33
1347126451,"3
",--,1,-,1,1,1,0,24,34,499,0,4,0.001481481,1,73,54,53
1347128314,"3
",--,1,-,1,1,1,0,23,23,493,0,4,0.886979167,1,97,76.5,74
1347156135,"0
",--,0,-,1,1,1,0,1,1,24,0,1,2.188530093,1,105,82.5,5
 1347298991,"2
",--,1,-,1,2,4,1.67673703,11,11,286,0,4,3.19010706,2,73,66,66
1347301276,"0
",--,0,-,1,1,1,0,4,4,33,0,3,1.15741E-05,1,109,86.5,85
1347302256,"0
",--,0,-,1,1,1,0,0,1,175,0,3,0.003969907,1,19,14.5,17
 1347302309,"2
",--,1,-,1,1,1,0,61,40,197,0,2,0.038402778,1,74,67,67
1347302403,"0
",--,0,-,1,2,2,0.512709142,17,18,278.5,0,4,0.009357639,2,110,87.5,86
1347304441,"0
",--,0,-,1,1,1,0,5,0,174,0,4,0.005474537,1,1,1,0
1347304486,"0
",--,0,-,1,1,1,0,1,0,179,0,4,0.000520833,1,2,2,1
1347304577,"0
",--,0,-,1,1,1,0,1,1,180,0,4,0.001053241,1,3,3,2
1347315489,"0
",--,0,-,2,3,3,1.521928095,5,5,144,0,4,0.166512346,3,20,15.5,11.5
1347375038,"0
",--,0,-,1,1,1,0,12,1,89,0,2,3.897708333,1,75,68,68
1347375265,"0
",--,0,-,2,3,3,1.010119068,1,25,293.3333333,0,5,0.784436728,3,21,16.5,12.5
1347377078,"0
",--,0,-,1,1,1,0,2,2,33,0,3,0.712835648,1,112,89,88
1347377524,"0
",--,0,-,1,1,1,0,5,0,160,0,4,0.010787037,1,113,90,89
1347378553,"0
",--,0,-,1,1,1,0,1,1,165,0,4,0.011909722,1,114,91,90
1347378573,"0
",--,0,-,1,1,1,0,1,1,165,0,4,0.000231481,1,115,92,91
1347378688,"0
",--,0,-,1,1,1,0,3,1,165,0,4,0.001331019,1,116,93,92
1347378994,"0
",--,0,-,2,2,2,0.918295834,5,1,171.5,0,5,0.023350694,2,117,94,65
1347379528,"0
",--,0,-,1,1,1,0,2,1,171,0,4,0.006180556,1,118,95,94
1347379922,"0
",--,0,-,2,3,3,1.143546287,33,4,289.3333333,0,5,0.02306713,3,22,17,13.5
1347382126,"0
",--,0,-,1,1,1,0,2,2,188,0,4,0.025509259,1,119,94,95
1347383167,"0
",--,0,-,1,1,1,0,6,3,188,0,4,0.012048611,1,120,95,96
1347383298,"0
",--,0,-,1,1,1,0,1,0,191,0,4,0.001516204,1,121,96,97
1347383580,"3
",--,1,-,1,1,1,0,37,11,62,0,2,0.060625,1,89,68.5,66
